"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000048","Council area","Perth & Kinross",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, females",7,9.8,20.3,3.8
"S12000049","Council area","Glasgow City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, females",82.4,27.7,34.5,22
"S12000050","Council area","North Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, females",25.6,14.8,21.8,9.6
"S12000005","Council area","Clackmannanshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",7,31,64.1,12.4
"S12000006","Council area","Dumfries & Galloway",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",19.8,34.6,53.8,20.8
"S12000008","Council area","East Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",22.8,41.9,63.2,26.4
"S12000010","Council area","East Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",11.2,22.8,40.7,11.4
"S12000011","Council area","East Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",5.8,13.8,30.6,4.9
"S12000013","Council area","Na h-Eileanan Siar",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",1.4,14.5,65,0.7
"S12000014","Council area","Falkirk",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",27,35,51,23
"S12000017","Council area","Highland",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",23.8,23,34.4,14.7
"S12000018","Council area","Inverclyde",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",19.8,55.6,86.5,33.6
"S12000019","Council area","Midlothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",11.8,27,47.5,13.8
"S12000020","Council area","Moray",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",9.8,23.3,43.2,11
"S12000021","Council area","North Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",29.4,53,76.1,35.4
"S12000023","Council area","Orkney Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",1.4,14.3,64.6,0.5
"S12000026","Council area","Scottish Borders",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",11.6,25.1,44.6,12.6
"S12000027","Council area","Shetland Islands",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",1.8,15.8,60.9,1.4
"S12000028","Council area","South Ayrshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",14.8,32.4,53.8,17.9
"S12000029","Council area","South Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",55,36.5,47.5,27.4
"S12000030","Council area","Stirling",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",14.4,35.1,58.8,19.2
"S12000033","Council area","Aberdeen City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",34.8,32.6,45.4,22.6
"S12000034","Council area","Aberdeenshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",19.2,15.9,24.8,9.5
"S12000035","Council area","Argyll & Bute",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",8.6,21.4,41.5,9.4
"S12000036","Council area","City of Edinburgh",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",74.4,30,37.7,23.5
"S12000038","Council area","Renfrewshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",35.4,41,57,28.6
"S12000039","Council area","West Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",17.6,43.4,69.2,25.5
"S12000040","Council area","West Lothian",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",20.2,23.1,35.6,14.1
"S12000041","Council area","Angus",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",12.4,25.6,44.4,13.3
"S12000042","Council area","Dundee City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",36.4,56.3,78,39.3
"S12000045","Council area","East Dunbartonshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",8,17.4,34.4,7.4
"S12000047","Council area","Fife",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",49.8,30.1,39.8,22.3
"S12000048","Council area","Perth & Kinross",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",19,28.1,44.1,16.8
"S12000049","Council area","Glasgow City",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",189,64,74,55.1
"S12000050","Council area","North Lanarkshire",2020,"2018 to 2022 calendar years; 5-year aggregates","Age-sex standardised rate per 100,000","Drug-related deaths, males",55.6,33.9,44.1,25.5
"S12000033","Council area","Aberdeen City",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.5,6.9,6.2
"S12000034","Council area","Aberdeenshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,4,4.3,3.8
"S12000041","Council area","Angus",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.3,5.8,4.8
"S12000035","Council area","Argyll & Bute",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.8,6.4,5.3
"S12000036","Council area","City of Edinburgh",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.9,7.2,6.7
"S12000005","Council area","Clackmannanshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,12.5,13.6,11.4
"S12000006","Council area","Dumfries & Galloway",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.4,7.9,6.9
"S12000042","Council area","Dundee City",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,9.1,9.6,8.5
"S12000008","Council area","East Ayrshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.4,8,6.9
"S12000045","Council area","East Dunbartonshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,3.1,3.5,2.8
"S12000010","Council area","East Lothian",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.1,7.6,6.5
"S12000011","Council area","East Renfrewshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.2,5.7,4.7
"S12000014","Council area","Falkirk",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,8.3,8.8,7.8
"S12000047","Council area","Fife",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.9,8.2,7.6
"S12000049","Council area","Glasgow City",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,12.6,12.9,12.3
"S12000017","Council area","Highland",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.1,7.5,6.7
"S12000018","Council area","Inverclyde",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,4.8,5.3,4.2
"S12000019","Council area","Midlothian",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.9,6.4,5.3
"S12000020","Council area","Moray",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.5,6,5
"S12000013","Council area","Na h-Eileanan Siar",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.6,7.7,5.6
"S12000021","Council area","North Ayrshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,10.1,10.7,9.5
"S12000050","Council area","North Lanarkshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.8,6.1,5.5
"S12000023","Council area","Orkney Islands",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.4,7.6,5.3
"S12000048","Council area","Perth & Kinross",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,4.6,5,4.3
"S12000038","Council area","Renfrewshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,5.2,5.6,4.9
"S12000026","Council area","Scottish Borders",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.6,8.1,7
"S12000027","Council area","Shetland Islands",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,4.6,5.7,3.7
"S12000028","Council area","South Ayrshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.8,8.4,7.3
"S12000029","Council area","South Lanarkshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,7.1,7.4,6.8
"S12000030","Council area","Stirling",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.8,7.4,6.2
"S12000039","Council area","West Dunbartonshire",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,16.3,17.3,15.4
"S12000040","Council area","West Lothian",2021,"Financial year (2021/22)","Crude rate per 1,000","Adults assessed as homeless",NA,6.9,7.3,6.4
"S12000033","Council area","Aberdeen City",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,527.4,562.3,494.2
"S12000034","Council area","Aberdeenshire",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,229.1,250,209.5
"S12000041","Council area","Angus",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,518.3,567.4,472.4
"S12000035","Council area","Argyll & Bute",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,626.4,687.8,569
"S12000036","Council area","City of Edinburgh",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,400.9,421.3,381.3
"S12000005","Council area","Clackmannanshire",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,567,642.4,498.3
"S12000006","Council area","Dumfries & Galloway",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,390.1,428.7,354.1
"S12000042","Council area","Dundee City",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,730.5,781.6,681.9
"S12000008","Council area","East Ayrshire",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,479.6,525.1,437.1
"S12000045","Council area","East Dunbartonshire",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,430.4,476.1,387.9
"S12000010","Council area","East Lothian",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,323.7,362.4,288.2
"S12000011","Council area","East Renfrewshire",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,268.1,307.1,232.9
"S12000014","Council area","Falkirk",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,616.8,660.6,575.1
"S12000047","Council area","Fife",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,536.3,562.9,510.5
"S12000049","Council area","Glasgow City",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,955.2,983.6,927.3
"S12000017","Council area","Highland",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,465,496,435.5
"S12000018","Council area","Inverclyde",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,740.3,809.6,675.5
"S12000019","Council area","Midlothian",2022,"Calendar year (2022)","Age-standardised rate per 100,000","Hospital stays for mental or behavioural disorders due to alcohol ",NA,278.3,317.2,243.1
